Kontext;Quelle;Anforderungs Nr.;Titel;Beschreibung;Verbindlichkeit;Pruefverfahren;Thema;Schwerpunkt
eRp;gemSpec_eRp_FdV;A_20235;E-Rezept-FdV: Vertreterkommunikation;"Das E-Rezept-FdV MUSS den Anwendungsfall ""UC 3.3 - Nachricht durch Versicherten
übermitteln"" aus [gemSysL_eRp] für die Vertreterkommunikation gemäß
TAB_FdVERP_015 umsetzen.
 Tabelle # : TAB_FdVERP_015 – Vertreterkommunikation

Name Vertreterkommunikation
Auslöser
 * Aufruf des Anwendungsfalls in der GUI
Akteur Versicherter, Vertreter
Vorbedingung
 * Ein E-Rezept ist im E-Rezept-Frontend lokal gespeichert.
 * Der Status des Task ist ""offen"" oder ""in Abgabe (gesperrt)"".
 * Die KVNR des Vertreters ist bekannt.
 * Die Authentisierung des Nutzers ist erfolgt
Nachbedingung
 * Die Nachricht steht für den Vertreter zum Empfang bereit
Standardablauf
 * E-Rezept-Token erstellen
 * Nachricht erstellen
 * Nachricht auf dem E-Rezept-Fachdienst einstellen  ";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";AF Vertreterkommunikation;unknown
eRp;gemSpec_eRp_FdV;A_20236;E-Rezept-FdV: Vertreterkommunikation - Textnachricht;"Das E-Rezept-FdV MUSS im Anwendungsfall ""Vertreterkommunikation"" in der
Communication-Ressource der optionalen Text ein Präfix ""<Absendername>
schreibt: "" voranstellen, sodass die Communication-Ressource immer mindestens
den Absendernamen in der Textnachricht enthält.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";AF Vertreterkommunikation;unknown
eRp;gemSpec_eRp_FdV;A_20237-01;E-Rezept-FdV: Vertreterkommunikation - Nachricht erstellen;"Das E-Rezept-FdV MUSS im Anwendungsfall ""Vertreterkommunikation"" eine FHIR
RessourceCommunication des Profils
https://gematik.de/fhir/erp/StructureDefinition/GEM_ERP_PR_Communication_Representative
 
<https://gematik.de/fhir/erp/StructureDefinition/GEM_ERP_PR_Communication_Representative>
 mit 

 * KVNR des Vertreters in recipient
 * Textnachricht in payload contentString
 * E-Rezept-Token in basedOn reference auf Task inkl. AccessCode als
""/Task/<id>?ac=..."" erstellen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";AF Vertreterkommunikation;unknown
eRp;gemSpec_eRp_FdV;A_20238;E-Rezept-FdV: Vertreterkommunikation - Nachricht auf E-Rezept-Fachdienst einstellen;"Das E-Rezept-FdV MUSS im Anwendungsfall ""E-Rezept einer Apotheke zuweisen"" zur
Übergabe des Tokens an die einlösende Apotheke die HTTP-OperationPOST
/Communication  mit
 * ACCESS_TOKEN im Authorization-Header
 * Communication Ressource in HTTP-Request-Body  ausführen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";AF Vertreterkommunikation;unknown
eRp;gemSpec_eRp_FdV;A_21361-01;E-Rezept-FdV: Vertreterkommunikation - Flowtype 169 / 209 - Vertreterkommunikation nicht zulässig;"Das E-Rezept-FdV DARF es dem Nutzer nicht ermöglichen, bezüglich einem E-Rezept
mit dem Flowtype 169 oder 209 mit einem Vertreter zu kommunizieren.";DARF NICHT;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";AF Vertreterkommunikation;unknown
eRp;gemSpec_IDP_Frontend;A_19937;Fehlermeldungen des Token-Endpunktes Anzeige;"Das Anwendungsfrontend MUSS in der Lage sein, die vom Token-Endpunkt
übertragenen Fehlermeldungen anzuzeigen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_19937;Fehlermeldungen des Token-Endpunktes Anzeige;"Das Anwendungsfrontend MUSS in der Lage sein, die vom Token-Endpunkt
übertragenen Fehlermeldungen anzuzeigen.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_19938-01;Annahme des ID_TOKEN;"Das Anwendungsfrontend MUSS das vom Token-Endpunkt ausgegebene ID_TOKEN als
HTTP/1.1-Statusmeldung 200 verarbeiten und mittels ""Token-Key"" entschlüsseln.
 Das Anwendungsfrontend MUSS das ID_TOKEN ablehnen, wenn dieses außerhalb der
mit dem Token-Endpunkt etablierten TLS-Verbindung übertragen wird oder nicht
mit dem vorher übermittelten ""Token-Key"" verschlüsselt war. ";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_19938-01;Annahme des ID_TOKEN;"Das Anwendungsfrontend MUSS das vom Token-Endpunkt ausgegebene ID_TOKEN als
HTTP/1.1-Statusmeldung 200 verarbeiten und mittels ""Token-Key"" entschlüsseln.
 Das Anwendungsfrontend MUSS das ID_TOKEN ablehnen, wenn dieses außerhalb der
mit dem Token-Endpunkt etablierten TLS-Verbindung übertragen wird oder nicht
mit dem vorher übermittelten ""Token-Key"" verschlüsselt war. ";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20079;Ausfall der Fehlermeldung des Token-Endpunktes;"Das Anwendungsfrontend MUSS im Falle eines Timeout selbständig eine
Fehlermeldung generieren, wenn eine Fehlermeldung durch den Token-Endpunkt
ausbleibt.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20079;Ausfall der Fehlermeldung des Token-Endpunktes;"Das Anwendungsfrontend MUSS im Falle eines Timeout selbständig eine
Fehlermeldung generieren, wenn eine Fehlermeldung durch den Token-Endpunkt
ausbleibt.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20085;Fehlermeldungen des Anwendungsfrontends;"Das Anwendungsfrontend MUSS leicht verständliche Fehlermeldungen ausgeben. Eine
exakte Form der Fehlermeldung ist nicht vorgegeben [RFC6749 # section-1.7
<https://tools.ietf.org/html/rfc6749#section-1.7>].";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20085;Fehlermeldungen des Anwendungsfrontends;"Das Anwendungsfrontend MUSS leicht verständliche Fehlermeldungen ausgeben. Eine
exakte Form der Fehlermeldung ist nicht vorgegeben [RFC6749 # section-1.7
<https://tools.ietf.org/html/rfc6749#section-1.7>].";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Authentisierung;unknown
eRp;gemSpec_eRp_FdV;A_20167-01;E-Rezept-FdV: Authentisierung - Rolle Authenticator-Modul und Anwendungsfrontend;"Das E-Rezept-FdV MUSS für den Zugriff auf Dienste der TI, wenn kein gültiger
ACCESS_TOKEN vorliegt, eine Authentisierung des Nutzers gegenüber dem
IDP-Dienst, in seiner Rolle als Authorization-Server, durchführen. Es agiert
dabei sowohl als Authenticator-Modul als auch als anfragendes
Anwendungsfrontend.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Authentisierung;unknown
eRp;gemSpec_eRp_FdV;A_20172-01;E-Rezept-FdV: Zugriffsschutz - Online-Authentisierung;"Das E-Rezept-FdV MUSS für die Umsetzung der Online-Authentisierung für den
Zugriffsschutz des E-Rezept-FdV eine Authentisierung des Nutzers gegenüber dem
IDP-Dienst, in seiner Rolle als Authorization-Server, durchführen.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20283-01;"Annahme des ""ACCESS_TOKEN""";"Das Anwendungsfrontend MUSS das vom Token-Endpunkt ausgegebene ACCESS_TOKEN in
der HTTP/1.1-Statusmeldung 200 verarbeiten und mittels ""Token-Key""
entschlüsseln. 
 Das Anwendungsfrontend MUSS das ACCESS_TOKEN ablehnen, wenn dieses außerhalb
der mit dem Token-Endpunkt etablierten TLS-Verbindung übertragen wird oder
nicht mit dem vorher übermittelten ""Token-Key"" verschlüsselt war. ";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20283-01;"Annahme des ""ACCESS_TOKEN""";"Das Anwendungsfrontend MUSS das vom Token-Endpunkt ausgegebene ACCESS_TOKEN in
der HTTP/1.1-Statusmeldung 200 verarbeiten und mittels ""Token-Key""
entschlüsseln. 
 Das Anwendungsfrontend MUSS das ACCESS_TOKEN ablehnen, wenn dieses außerhalb
der mit dem Token-Endpunkt etablierten TLS-Verbindung übertragen wird oder
nicht mit dem vorher übermittelten ""Token-Key"" verschlüsselt war. ";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20284-01;"Authenticator-Modul: Annahme von ""SSO_TOKEN""";"Das Authenticator-Modul MUSS das vom Authorization-Endpunkt ausgegebene
SSO-Token in der HTTP/1.1 Statusmeldung 302 verarbeiten. Das
Authenticator-Modul MUSS das SSO-Token ablehnen, wenn dieses außerhalb der
Session mit dem Authorization-Endpunkt etablierten TLS-Verbindung übertragen
wird. Das Authenticator-Modul MUSS das SSO-Token so speichern, dass eine
missbräuchliche Verwendung oder ein Ersetzen aus anderen Quellen als dem
Authorization-Endpunkt ausgeschlossen ist.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20309;"Bildung von ""CODE_VERIFIER"" und ""CODE_CHALLENGE""";"Das Anwendungsfrontend MUSS zur Laufzeit einen CODE_VERIFIER (Zufallswert)
gemäß [RFC7636 # section-4.1 <https://tools.ietf.org/html/rfc7636#section-4.1>]
bilden. DerCODE_VERIFIER MUSS eine Entropie von mindestens 43 und maximal 128
Zeichen enthalten. Das Anwendungsfrontend MUSS über denCODE_VERIFIER einen
HASH-Wert, die sogenannteCODE_CHALLENGE, gemäß [RFC7636 # section-4.2
<https://tools.ietf.org/html/rfc7636#section-4.2>] bilden.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20309;"Bildung von ""CODE_VERIFIER"" und ""CODE_CHALLENGE""";"Das Anwendungsfrontend MUSS zur Laufzeit einen CODE_VERIFIER (Zufallswert)
gemäß [RFC7636 # section-4.1 <https://tools.ietf.org/html/rfc7636#section-4.1>]
bilden. DerCODE_VERIFIER MUSS eine Entropie von mindestens 43 und maximal 128
Zeichen enthalten. Das Anwendungsfrontend MUSS über denCODE_VERIFIER einen
HASH-Wert, die sogenannteCODE_CHALLENGE, gemäß [RFC7636 # section-4.2
<https://tools.ietf.org/html/rfc7636#section-4.2>] bilden.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20483;"Formulierung und Inhalte der Anfrage zum ""AUTHORIZATION_CODE"" für einen ""ACCESS_TOKEN""";"Das Anwendungsfrontend MUSS über das Authenticator-Modul den Antrag zum
AUTHORIZATION_CODE für einen ACCESS_TOKEN via Private-Use URI Scheme
Redirection  [RFC8252 # section-7.1
<https://tools.ietf.org/html/rfc8252#section-7.1>] beim Authorization-Endpunkt
in Form eines HTTP/1.1 GET-Request stellen und dabei die folgenden Attribute
anführen:

 * response_type
 * scope
 * client_id
 * redirect_uri
 * code_challenge (Hashwert des code_verifier) [RFC7636 # section-4.2
<https://tools.ietf.org/html/rfc7636#section-4.2>]

 * code_challenge_method HASH-Algorithmus (S256) [RFC7636 # section-4.3
<https://tools.ietf.org/html/rfc7636#section-4.3>] ";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20483;"Formulierung und Inhalte der Anfrage zum ""AUTHORIZATION_CODE"" für einen ""ACCESS_TOKEN""";"Das Anwendungsfrontend MUSS über das Authenticator-Modul den Antrag zum
AUTHORIZATION_CODE für einen ACCESS_TOKEN via Private-Use URI Scheme
Redirection  [RFC8252 # section-7.1
<https://tools.ietf.org/html/rfc8252#section-7.1>] beim Authorization-Endpunkt
in Form eines HTTP/1.1 GET-Request stellen und dabei die folgenden Attribute
anführen:

 * response_type
 * scope
 * client_id
 * redirect_uri
 * code_challenge (Hashwert des code_verifier) [RFC7636 # section-4.2
<https://tools.ietf.org/html/rfc7636#section-4.2>]

 * code_challenge_method HASH-Algorithmus (S256) [RFC7636 # section-4.3
<https://tools.ietf.org/html/rfc7636#section-4.3>] ";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20499-01;"Authenticator-Modul: aktives Löschen von ""SSO_TOKEN""";"Das Authenticator-Modul MUSS SSO_TOKEN löschen, wenn der Anwender einen aktiven
Logout durchführt. Dazu MUSS das Authenticator-Modul dem Anwender eine
auslösende Funktionalität anbieten. ";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20512;Regelmäßiges Einlesen des Discovery Document;"Das Anwendungsfrontend MUSS das Discovery Document [RFC8414
<https://tools.ietf.org/html/rfc8414>] löschen, wenn dieses 24 Stunden alt oder
älter ist. Das Anwendungsfrontend MUSS das Discovery Document neu
herunterladen, einlesen und auswerten und danach die darin aufgeführten URI zu
den benötigten öffentlichen Schlüsseln (PUKs) und Diensten verwenden, wenn kein
aktuelles Discovery Document vorliegt.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20512;Regelmäßiges Einlesen des Discovery Document;"Das Anwendungsfrontend MUSS das Discovery Document [RFC8414
<https://tools.ietf.org/html/rfc8414>] löschen, wenn dieses 24 Stunden alt oder
älter ist. Das Anwendungsfrontend MUSS das Discovery Document neu
herunterladen, einlesen und auswerten und danach die darin aufgeführten URI zu
den benötigten öffentlichen Schlüsseln (PUKs) und Diensten verwenden, wenn kein
aktuelles Discovery Document vorliegt.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20529-01;"Senden von ""AUTHORIZATION_CODE"" und ""KEY_VERIFIER"" an den Token-Endpunkt";"Das Anwendungsfrontend MUSS den KEY_VERIFIER mittels JWE (JSON Web Encryption
(JWE) [RFC7516 # section-3 <https://tools.ietf.org/html/rfc7516#section-3>]) und
PuK_IDP_ENC verschlüsseln und zusammen mit dem AUTHORIZATION_CODE TLS-gesichert
als HTTP/1.1 POST Request an den Token-Endpunkt senden.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20529-01;"Senden von ""AUTHORIZATION_CODE"" und ""KEY_VERIFIER"" an den Token-Endpunkt";"Das Anwendungsfrontend MUSS den KEY_VERIFIER mittels JWE (JSON Web Encryption
(JWE) [RFC7516 # section-3 <https://tools.ietf.org/html/rfc7516#section-3>]) und
PuK_IDP_ENC verschlüsseln und zusammen mit dem AUTHORIZATION_CODE TLS-gesichert
als HTTP/1.1 POST Request an den Token-Endpunkt senden.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20602;"Einreichen des ""ACCESS_TOKEN"" beim Fachdienst";"Das Anwendungsfrontend MUSS das ACCESS_TOKEN im Rahmen des entsprechenden
fachlichen Aufrufs beim Fachdienst einreichen, um Zugang zu den angeforderten
Daten zu erhalten.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20602;"Einreichen des ""ACCESS_TOKEN"" beim Fachdienst";"Das Anwendungsfrontend MUSS das ACCESS_TOKEN im Rahmen des entsprechenden
fachlichen Aufrufs beim Fachdienst einreichen, um Zugang zu den angeforderten
Daten zu erhalten.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20603;Organisatorische Registrierung des Anwendungsfrontends;"Das Anwendungsfrontend MUSS sich über einen organisatorischen Prozess am
IdP-Dienst registrieren und die vom IdP-Dienst dabei vergebene client_id im
Anwendungsfrontend speichern. Diese MUSS vom Anwendungsfrontend bei Nutzung des
IdP-Dienstes übertragen werden.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20603;Organisatorische Registrierung des Anwendungsfrontends;"Das Anwendungsfrontend MUSS sich über einen organisatorischen Prozess am
IdP-Dienst registrieren und die vom IdP-Dienst dabei vergebene client_id im
Anwendungsfrontend speichern. Diese MUSS vom Anwendungsfrontend bei Nutzung des
IdP-Dienstes übertragen werden.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20605;Fehlermeldung des Token-Endpunktes Formatierung;"Das Anwendungsfrontend MUSS den Inhalt der Fehlermeldungen sowie mögliche
Hinweise zur Fehlervermeidung vom Token-Endpunkt übernehmen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20605;Fehlermeldung des Token-Endpunktes Formatierung;"Das Anwendungsfrontend MUSS den Inhalt der Fehlermeldungen sowie mögliche
Hinweise zur Fehlervermeidung vom Token-Endpunkt übernehmen.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20606;Anwendungsfrontend: Kommunikation über TLS-Verbindung;Das Anwendungsfrontend MUSS mit dem IDP-Dienst über TLS kommunizieren.;MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20606;Anwendungsfrontend: Kommunikation über TLS-Verbindung;Das Anwendungsfrontend MUSS mit dem IDP-Dienst über TLS kommunizieren.;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20608;Anwendungsfrontend: Unzulässige TLS-Verbindungen ablehnen;"Das Anwendungsfrontend MUSS bei jedem Verbindungsaufbau den IdP-Dienst anhand
seines TLS-Zertifikats authentifizieren und MUSS die Verbindung ablehnen, falls
die Authentifizierung fehlschlägt.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20608;Anwendungsfrontend: Unzulässige TLS-Verbindungen ablehnen;"Das Anwendungsfrontend MUSS bei jedem Verbindungsaufbau den IdP-Dienst anhand
seines TLS-Zertifikats authentifizieren und MUSS die Verbindung ablehnen, falls
die Authentifizierung fehlschlägt.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20613;Authenticator-Modul: Regelmäßiges Einlesen des Discovery Document;"Das Authenticator-Modul MUSS das Discovery Document [RFC8414] bei
eingeschaltetem Gerät regelmäßig alle 24 Stunden einlesen und auswerten, und
danach die darin aufgeführten URI zu den benötigten öffentlichen Schlüsseln
(Public Keys –PUK) und Diensten verwenden.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20623;Anwendungsfrontend: Prüfung der Signatur des Discovery Document;"Das Anwendungsfrontend MUSS die Signatur des Discovery Document mathematisch
prüfen und auf ein zeitlich gültiges C.FD.SIG-Zertifikat mit der Rollen-OID
oid_idpd zurückführen können, welches rückführbar ist auf ein CA-Zertifikat aus
einer authentischen, integren und zeitlich gültigen TSL.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20623;Anwendungsfrontend: Prüfung der Signatur des Discovery Document;"Das Anwendungsfrontend MUSS die Signatur des Discovery Document mathematisch
prüfen und auf ein zeitlich gültiges C.FD.SIG-Zertifikat mit der Rollen-OID
oid_idpd zurückführen können, welches rückführbar ist auf ein CA-Zertifikat aus
einer authentischen, integren und zeitlich gültigen TSL.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20625;Anwendungsfrontend: Prüfung der Signatur des ID_TOKEN;"Das Anwendungsfrontend MUSS die Signatur des ID_TOKEN mathematisch prüfen und
auf ein zeitlich gültiges C.FD.SIG-Zertifikat mit der Rollen-OID oid_idpd
zurückführen können, welches rückführbar ist auf ein CA-Zertifikat aus einer
authentischen, integren und zeitlich gültigen TSL.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Authentisierung;unknown
eRp;gemSpec_IDP_Frontend;A_20625;Anwendungsfrontend: Prüfung der Signatur des ID_TOKEN;"Das Anwendungsfrontend MUSS die Signatur des ID_TOKEN mathematisch prüfen und
auf ein zeitlich gültiges C.FD.SIG-Zertifikat mit der Rollen-OID oid_idpd
zurückführen können, welches rückführbar ist auf ein CA-Zertifikat aus einer
authentischen, integren und zeitlich gültigen TSL.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Authentisierung;unknown
